Name,Attribute,Level,Type,ATK,DEF,Description
Cyber Eternity Dragon,LIGHT,Level 10,Machine/Fusion／Effect,2800.0,4000.0,"1 ""Cyber Dragon"" monster + 2 Machine monstersIf you have a Machine Fusion Monster(s) in your GY, your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this Fusion Summoned card you control is sent to your GY by an opponent's card: You can Special Summon 1 ""Cyber Dragon"" from your hand, Deck, or GY. You can banish this card from your GY; this turn, your opponent cannot target Fusion Monsters you control with card effects, also they cannot be destroyed by your opponent's card effects."
Cyber Falcon,WIND,Level 4,Machine/Normal,1400.0,1200.0,"A jet-powered hawk that travels at the speed of sound.(This card is not treated as a ""Cyber"" card.)"
Cyber Gymnast,EARTH,Level 4,Warrior/Effect,800.0,1800.0,"Once per turn: You can discard 1 card, then target 1 Attack Position monster your opponent controls; destroy that target."
Cyber Harpie Lady,WIND,Level 4,Winged Beast/Effect,1800.0,1300.0,"(This card's name is always treated as ""Harpie Lady"".)"
Cyber Jar,DARK,Level 3,Rock/Flip／Effect,900.0,900.0,"FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks, then Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, also add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)"
Cyber Jormungardr,LIGHT,Level 5,Machine/Effect,1000.0,2100.0,"Cannot be Normal Summoned/Set. Must be Special Summoned by card effect. If your opponent controls a monster: You can Special Summon this card from your hand, then take 1 ""Cyber Dragon"" from your Deck, and either Special Summon it or equip it to this card as an Equip Spell, also you cannot Special Summon for the rest of this turn, except Machine monsters. You can return 1 ""Cyber Dragon"" you control to the hand; add 1 ""Polymerization"" from your Deck or GY to your hand. You can only use each effect of ""Cyber Jormungardr"" once per turn."
Cyber Kirin,LIGHT,Level 3,Machine/Effect,300.0,800.0,You can Tribute this card to make any effect damage you take this turn 0.
Cyber Larva,LIGHT,Level 1,Machine/Effect,400.0,600.0,"If this card is targeted for an attack: You take no battle damage for the rest of this turn. When this card is destroyed by battle and sent to the GY: You can Special Summon 1 ""Cyber Larva"" from your Deck."
Cyber Laser Dragon,LIGHT,Level 7,Machine/Effect,2400.0,1800.0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Photon Generator Unit"". Once per turn, you can destroy 1 monster with ATK or DEF equal to or higher than the ATK of this card."
Cyber Ogre,EARTH,Level 5,Machine/Effect,1900.0,1200.0,"By discarding this card from your hand to the Graveyard, negate 1 battle involving a ""Cyber Ogre"" on your side of the field, and it gains 2000 ATK until the end of its next battle. This effect can be activated during either player's turn."
Cyber Ogre 2,EARTH,Level 7,Machine/Fusion／Effect,2600.0,1900.0,"""Cyber Ogre"" + ""Cyber Ogre""A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. When this card attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only."
Cyber Ouroboros,DARK,Level 2,Machine/Effect,100.0,600.0,"When this card is removed from play, you can send 1 card from your hand to the Graveyard to draw 1 card."
Cyber Petit Angel,LIGHT,Level 2,Fairy/Effect,300.0,200.0,"If this card is Summoned: You can add 1 ""Cyber Angel"" monster or ""Machine Angel Ritual"" from your Deck to your hand. You can only use this effect of ""Cyber Petit Angel"" once per turn."
Cyber Pharos,LIGHT,Level 1,Machine/Effect,0.0,2100.0,"You can Special Summon this card (from your hand) by Tributing 1 Machine monster. Once per turn, during your Main Phase: You can Fusion Summon 1 Machine Fusion Monster from your Extra Deck, using monsters from your hand and/or field as material. When a Fusion Monster you control is destroyed by battle: You can banish this card from your GY; add 1 ""Power Bond"" from your Deck to your hand. You can only use this effect of ""Cyber Pharos"" once per turn."
Cyber Phoenix,FIRE,Level 4,Machine/Effect,1200.0,1600.0,"While this card is in Attack Position, negate any Spell/Trap effects that target 1 Machine monster you control (and no other cards). When this card is destroyed by battle and sent to the GY: You can draw 1 card."
Cyber Prima,LIGHT,Level 6,Warrior/Effect,2300.0,1600.0,If this card is Tribute Summoned: Destroy all face-up Spells on the field.
Cyber Raider,DARK,Level 4,Machine/Effect,1400.0,1000.0,If this card is Summoned: Activate 1 of these effects.●Target 1 Equip Card on the field; destroy that target.●Target 1 Equip Card on the field; equip that target to this card.
Cyber Saurus,EARTH,Level 5,Machine/Fusion,1800.0,1400.0,"""Blast Juggler"" + ""Two-Headed King Rex""(This card is not treated as a ""Cyber"" card.)"
Cyber Shark,WATER,Level 5,Fish/Effect,2100.0,2000.0,"If you control a WATER monster, you can Normal Summon this card without Tributing."
Cyber Slash Harpie Lady,WIND,Level 8,Winged Beast/Synchro／Effect,2600.0,1400.0,"1 Tuner + 1+ non-Tuner monstersFor this card's Synchro Summon, you can treat 1 ""Harpie"" monster you control as a Tuner. This card's name becomes ""Harpie Lady"" while on the field or in the GY. When a Spell/Trap Card or effect is activated (except during the Damage Step) (Quick Effect): You can target 1 monster your opponent controls or 1 ""Harpie"" monster you control; return it to the hand. You can only use this effect of ""Cyber Slash Harpie Lady"" once per turn."
Cyber Soldier of Darkworld,DARK,Level 4,Machine/Normal,1400.0,1200.0,"A mechanical soldier that won't stop attacking until all life readings have been extinguished from its sensors.(This card is not treated as a ""Cyber"" card.)"
Cyber Tutu,EARTH,Level 3,Warrior/Effect,1000.0,800.0,"If the ATK of each monster your opponent controls is higher than this card's, this card can attack directly."
Cyber Tutubon,EARTH,Level 5,Warrior/Effect,1800.0,1600.0,You can Special Summon this card (from your hand) by Tributing 1 Warrior or Fairy-Type monster from your hand or field. If this card is Tributed for a Ritual Summon: You can target 1 Ritual Spell Card in your Graveyard; add it to your hand.
Cyber Twin Dragon,LIGHT,Level 8,Machine/Fusion／Effect,2800.0,2100.0,"""Cyber Dragon"" + ""Cyber Dragon""A Fusion Summon of this card can only be done with the above Fusion Materials. This card can make a second attack during each Battle Phase."
Cyber Valley,LIGHT,Level 1,Machine/Effect,0.0,0.0,"You can activate 1 of these effects.●When this card is targeted for an attack: You can banish this card; draw 1 card, then end the Battle Phase.●You can target 1 face-up monster you control and this card; banish both those targets, then draw 2 cards.●You can target 1 card in your GY; banish both this card and 1 card from your hand, then place that target on top of the Deck."
Cyber-Stein,DARK,Level 2,Machine/Effect,700.0,500.0,"(This card is not treated as a ""Cyber"" card.)You can pay 5000 LP; Special Summon 1 Fusion Monster from your Extra Deck in Attack Position."
Cyber-Tech Alligator,WIND,Level 5,Machine/Normal,2500.0,1600.0,"Originally a pterodactyl, he was viciously attacked by a dragon. Using the newest technologies, his keeper saved him from near-fatal wounds and brought him back as a powerful Cyborg.(This card is not treated as a ""Cyber"" card.)"
Cyberdark Cannon,DARK,Level 3,Dragon/Effect,1600.0,800.0,"If this card is sent to the GY while equipped to a monster: You can draw 1 card. You can only use each of the following effects of ""Cyberdark Cannon"" once per turn.●You can discard this card; add 1 Machine ""Cyberdark"" monster from your Deck to your hand.●During damage calculation, if a monster equipped with this card battles: You can send 1 monster from your Deck to the GY."
Cyberdark Chimera,DARK,Level 4,Machine/Effect,800.0,2100.0,"You can discard 1 Spell/Trap; add 1 ""Power Bond"" from your Deck to your hand, you can only use Dragon or Machine ""Cyber"" monsters as Fusion Material this turn, also once when you Fusion Summon this turn, you can also banish monster(s) from your GY as material. If this card is sent to the GY: You can send 1 ""Cyberdark"" monster from your Deck to the GY, with a different name from the cards in your GY. You can only use each effect of ""Cyberdark Chimera"" once per turn."
Cyberdark Claw,DARK,Level 3,Dragon/Effect,1600.0,800.0,"If this card is sent to the GY while equipped to a monster: You can target 1 ""Cyberdark"" monster in your GY; add it to your hand. You can only use each of the following effects of ""Cyberdark Claw"" once per turn.●You can discard this card; add 1 ""Cyberdark"" Spell/Trap from your Deck to your hand.●During damage calculation, if a monster equipped with this card battles: You can send 1 monster from your Extra Deck to the GY."
Cyberdark Dragon,DARK,Level 8,Machine/Fusion／Effect,1000.0,1000.0,"""Cyberdark Horn"" + ""Cyberdark Edge"" + ""Cyberdark Keel""Must be Fusion Summoned. If this card is Special Summoned: Target 1 Dragon monster in your GY; equip that target to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. Gains 100 ATK for each monster in your GY. If this card would be destroyed by battle, destroy that equipped monster instead."
Cyberdark Edge,DARK,Level 4,Machine/Effect,800.0,800.0,"If this card is Normal Summoned: Target 1 Level 3 or lower Dragon monster in your GY; equip that Dragon monster to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. This card can attack directly. If it does using this effect, its ATK is halved during damage calculation only. If this card would be destroyed by battle, destroy that equipped monster, instead."
Cyberdark End Dragon,DARK,Level 12,Machine/Fusion／Effect,5000.0,3800.0,"""Cyberdark Dragon"" + ""Cyber End Dragon""Must be either Fusion Summoned, or Special Summoned by Tributing 1 Level 10 or lower ""Cyberdark"" Fusion Monster equipped with ""Cyber End Dragon"". Unaffected by your opponent's activated effects. Once per turn: You can equip 1 monster from either GY to this card. This card can attack a number of times each Battle Phase, up to the number of Equip Cards equipped to it."
Cyberdark Horn,DARK,Level 4,Machine/Effect,800.0,800.0,"If this card is Normal Summoned: Target 1 Level 3 or lower Dragon monster in your GY; equip that Dragon monster to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. If this card attacks a Defense Position monster, inflict piercing battle damage. If this card would be destroyed by battle, destroy that equipped monster, instead."
Cyberdark Keel,DARK,Level 4,Machine/Effect,800.0,800.0,"If this card is Normal Summoned: Target 1 Level 3 or lower Dragon monster in your GY; equip that Dragon monster to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. If this card destroys an opponent's monster by battle: Inflict 300 damage to your opponent. If this card would be destroyed by battle, destroy that equipped monster, instead."
